valence,arousal,text,norm_Valence_M,norm_Arousal_M
0.57582680494697,0.3333907226721446,"Adwokatka i profesorka prawa Anna Rakowska-Trela prosi premiera Mateusza Morawieckiego, aby opublikował w Monitorze Polskim jej apel do Kamila Zaradkiewicza. 1.. Jest Pan sędzią SN powołanym przez Prezydenta RP w procedurze naruszającej standardy konstytucyjne i europejskie.",0.2,0.4
0.5688075606639569,0.3671813996938559,Wszedł do środka demonstracji i zrobił wszystkich protestujących asystentami społecznymi  #Konfederacja zawsze będzie stać w obronie przedsiębiorców!,0.4499999999999999,0.2
0.6065054486195246,0.39895912011464435,użytkownicy Marzyłbym o procesie i możliwości powołania biegłych.,0.4,0.25
0.5531312137842178,0.37463773638010023,"Panie użytkownicy - chciałby Pan być polskim azylantem na pokładzie porwanego polskiego samolotu⁉ Chciałby Pan, żeby polska prokuratura milczała w tej sprawie⁉Co prokuratura zmierza zrobić w tej sprawie‼",0.0,0.8500000000000001
0.5741400892535845,0.37673573816816014,"Nawiasem mówiąc, szczególnie w Polsce, gdzie co drugi mężczyzna jest mizernym pijaczyną i stawianie na niego jest nierokującym powodzenia przedsięwzięciem.",0.0999999999999999,0.4499999999999999
0.4494899892144733,0.4164820346567366,Kolejny w ostatnich dniach atak terrorystyczny w Izraelu i na terytoriach okupowanych. odnośnik ,0.2,0.25
0.4941653561746252,0.43869952497811154,"Wśród “żołnierzy wyklętych” byli bohaterowie i bestialscy zbrodniarze. Bury i inni mordowali dzieci, Żydów zbiegłych z gett i ""nieprawomyślnych"" członków podziemia. Droga prawico, możesz pieklić się ile wlezie, ale prawdy nie zmienisz. Świat ani historia nie są czarno-białe.",0.15,0.65
0.5308921454208237,0.41357345027582987,"To ważne sportowe wydarzenie nie może jednak przyćmić zbrodni przeciwko prawom człowieka, których dopuszczają się tamtejsze władze.",0.2,0.6
0.5139082329613822,0.349798532468932,"Tak wygląda teraz Bucza. ""Przestajemy się bać"" [zdjęcia] odnośnik ",0.4,0.4
0.5825801578660806,0.34973878289262456,"„The Economist” w komentarzu redakcyjnym: polska „reforma” wymiaru sprawiedliwości zagraża nie tylko Polsce, ale i Europie odnośnik ",0.2,0.3
0.49274916308266775,0.4037544791187559,W diecie Polaków zbyt dużo niezdrowych tłuszczów nasyconych,0.3,0.0999999999999999
0.5336715607416063,0.3515596865188508,"Dopiero gdy pytamy wprost o trudną sytuację i pilne potrzeby, jego wyraźne i błyszczące dotąd spojrzenie staje się zagubione, a głos cichnie, jakby nie chciał nikomu robić sobą problemu.",0.0999999999999999,0.4499999999999999
0.6090793795883656,0.37039063312113285,Donald Trump wraca na kampanijny szlak. Opowiadam o tym w najnowszym odcinku podcastu „Ameryka z bliska”. Gościnnie w tym podcaście także użytkownicy z którą rozmawiam o wiecach wyborczych prezydenta Trumpa. Zapraszam. użytkownicy odnośnik ,0.65,0.25
0.5520040268699328,0.3529767195383708,"""W Pracowniczych Planach Kapitałowych stajemy się kapitalistami""...a rząd dorobi 18 mld do budżetu 2020 ?",0.2,0.4499999999999999
0.4882309678941965,0.3823125399649143,"Co za bezczelność  NCZAS.COM Lapid BEZCZELNIE odpowiada Morawieckiemu: ""Minęły czasy, kiedy Polacy krzywdzili Żydów bez reakcji"" - NCZAS.COM",0.0,0.95
0.2901296565930049,0.4641312857468923,Ten kto ma wątpliwości jest słaby i egoistyczny.,0.2,0.3
0.6445308710847583,0.3608381024428776," ""Mój partner zarabia ode mnie mniej, a ja jestem od niego większa"".",0.55,0.3
0.5930178995643344,0.3069475995642798,Wiecie co robić: nastawiajcie odbiornik za pomocą jednego z wrzuconych w komentarzu linków i wsłuchajcie się w jedyną właściwą Emisję.,0.35,0.3
0.4719261199235916,0.3881755471229553,Savita czekała w cierpieniu kilkadziesiąt godzin.,0.15,0.4499999999999999
0.560675747692585,0.3666776940226555,użytkownicy A to nie Wy namawialiście do nauki zdalnej?,0.3,0.4499999999999999
0.5492990911006927,0.4067389592528343,"I mowia, że TO PIS CHCE IM ZAGLĄDAĆ DO ŁÓŻKA. Obłuda aktywistów LGBT odnośnik ",0.0,0.75
0.6628134581777785,0.34398697813351947,Na dzisiejszą imprezę poświęconą polskim militariom zapraszają Kluby Gazety Polskiej.,0.75,0.35
0.5038985730363772,0.36299752444028854,Sąd o prokuraturze Ziobry: Chorego na serce 70-latka przesłuchiwano 11 godzin Lekarz z poznańskiego szpitala nie zgodził się na transport zatrzymanego do Warszawy i na przesłuchanie. Policjanci znaleźli więc drugiego lekarza.  odnośnik ,0.3,0.3
0.6117069359336581,0.33279085425393923,"Dziś w Zambrowie z satysfakcją obserwowałem, jak kolejny polski zakład nie tylko zachował ponad 200 miejsc pracy, ale za pośrednictwem PKO Bank Polski złożył wniosek o wsparcie w ramach tarczy finansowej oraz zamierza inwestować i szukać nowych rynków zbytu zagranicą.",0.75,0.3
0.6156983494758606,0.29153169095516207,Owoce i warzywa w sklepach coraz droższe,0.15,0.3
0.4499719440937042,0.48607343683640164,"użytkownicy Obrzydzenie jest obok konstruktywnej krytyki, ale ta władza nie jest w stanie wykorzystać konstruktywnej krytyki, bo jest do cna zepsuta i zła",0.0999999999999999,0.65
0.5138923972845078,0.45856750350106845,Morawiecki wzorem Kaczyńskiego zaatakował naszych sojuszników z UE. W sytuacji zagrożenia putinowską agresją ten facet gra nienawiścią w stosunkach międzynarodowych. To nie są dyplomatołki. Oni zagrażają bezpieczeństwu 38 mln Polaków.,0.0499999999999999,0.7
0.6146487501951364,0.27421240565868527,"A już dzisiaj, kolejny dzień wakacji z Korwinem: ⁃Godzina 16:00 - Goleniów - Plac Planty. ⁃18:15 Jezioro Miedwie (Pod Stargardem) - Miedwie Molo przy plaży w Zieleniewie. ⁃Godzina 20:30 Gryfino - Pałacyk pod Lwami, Chrobrego 48. odnośnik ",0.55,0.0499999999999999
0.5898112416267395,0.39366822242736815,użytkownicy Jakich fejków Szymuś? Chcesz mnie dalej publicznie pomawiać? To zapraszam do tańca.,0.25,0.75
0.6510799725850424,0.3336412211259206,użytkownicy Dzięki Paweł ,0.875,0.5
0.49661842319700455,0.39658326076136696,ASF przenika w głąb województwa opolskiego. 70 nowych ognisk pomoru,0.25,0.35
0.5626044310629368,0.3417177125811577,"Oczywiście lewaki i ameby społeczne uważają, że jest ich z 80+ ...",0.0,0.8
0.5756517847379049,0.3491654545068741,wywiad znajdziecie tu: _odnośnik_,0.5,0.0
0.580517380402006,0.3412028453473387,"Prowadzimy kolejne debaty. A w Polsce i na Węgrzech odważni ludzie wychodzą na ulice w obronie podstawowych praw. Ileż jeszcze musimy odbyć debat, żeby KE zrozumiała, że zegar tyka, że demokracja staje się coraz bardziej brunatna? odnośnik ",0.0999999999999999,0.55
0.6050255537033081,0.2960622996091843,Więcej informacji: _odnośnik_ Jan Szwanda,0.5,0.0999999999999999
0.5828495025634766,0.42281230688095095,Jak widać TVN ciągle w wojennych nastrojach.,0.2,0.4499999999999999
0.7444803595542908,0.47955437302589415,"I wszyscy się razem cieszyliśmy, i gratulowaliśmy sobie zwycięstwa.",0.8999999999999999,0.3
0.5163773015141487,0.4165150624513626,"""Kościół jest traktowany jako sojusznik polityczny PiS i jest rozgrywany przez władzę. Działania mające na celu tuszowanie pedofilii wyrządzają Kościołowi ogromną krzywdę. Im szybciej dojdzie do niezależnego działania, tym szybciej Kościół się oczyści."" odnośnik ",0.2,0.55
0.5794629216194153,0.2749304364124934," skóra hipopotamów ma aż 4 cm grubości i stanowi 1/4 masy ich ciała (a ta wynosi nawet 4, 5 tony!)",0.65,0.3
0.6149051189422607,0.34039923548698425,Zarejestruj się na konfederacja.pl/kluby/ i wybierz lub załóż własny Klub.,0.6,0.0499999999999999
0.5250229487816492,0.39453695217768353,"Oni nawet nie ukrywają, że ich celem jest całkowite zniszczenie tego kraju.",0.0,0.5
0.5846826169225905,0.2774273819393582,62 proc. rodzinnych sklepów w mniejszych miejscowościach działa w niehandlowe niedziele,0.5,0.0
0.551825492332379,0.3434260015686353,"Sędzia Piotr Gąciarek z SO w Warszawie wyjaśnia, dlaczego żądamy przywrócenia do pracy sędziów zawieszonych przez nielegalnie orzekającą izbę dyscyplinarną przy SN. 18 dzień każdego miesiąca to Dzień Solidarności z tymi sędziami.",0.2,0.4499999999999999
0.5629297494888306,0.3210226396719615,System AirDron do pomiaru zanieczyszczeń powietrza z wykorzystaniem drona kupi Straż Miejska w Białymstoku. Urządzenia z oprogramowaniem oraz szkolenia z ich obsługi będą kosztować ok. 187 tys. zł,0.55,0.0999999999999999
0.551380380988121,0.3184317395091057,Rada Ministrów przyjęła zakaz wlotu białoruskich samolotów odnośnik via użytkownicy ,0.4,0.0999999999999999
0.6003274420897166,0.33997388432423276,"Po 28,5 roku służby będą oni uprawnieni do najwyższych uprawnień emerytalnych i gwarancji aż 75 proc. wynagrodzenia.",0.5,0.0999999999999999
0.6194088707367579,0.3591221136351426,"Małgorzata Kidawa-Błońska idąc drogą Bronisława Komorowskiego wywołuje rozbawienie wyborców, a tak na serio, to marzyłbym, żeby jej wyborcy jednak wzięli jej słowa do serca i nie dyskryminowali ""pisowców"" w swoich rodzinach i wśród znajomych. odnośnik ",0.3,0.4499999999999999
0.6934986710548401,0.33509412833622526,"użytkownicy Dziękuję Pani Joanno! Wzajemnie, wszystkiego dobrego dla Pani i wszystkich najbliższych.",0.8999999999999999,0.75
0.6152561406294504,0.3085750949879487,26 maja głosuję na listę nr 4 ‼To najlepszy wybór dla Polski i dla Lubelszczyzny ‼   ,0.8500000000000001,0.6
0.5268389781316122,0.2890734374523163,Czarna Polewka - polub zanim będzie za późno!,0.6,0.4
0.4551953275998433,0.43781723578770954,użytkownicy Kłamstwa to wasza specjalność,0.0999999999999999,0.5
0.6128614097833633,0.3636716157197952,Brawo użytkownicy  #GORLEG,0.8500000000000001,0.4
0.5903809070587158,0.3462981200218201,"Nikt nie płaci ani za komentarz ani za udostępnienie ale dzięki temu post ma większy zasięg a co za tym idzie, więcej osób widzi post i większe szanse, że znajdzie się ktoś kto będzie chciał wesprzeć dzieciaki z _odnośnik_",0.55,0.2
0.622586727142334,0.3067922194798787,użytkownicy Idealne podsumowanie!,0.8,0.4
0.5284046865999699,0.296335618942976,"użytkownicy Zwykle błotem obrzucają mnie ci, co mają od 1 do 10 obserwujących ",0.2,0.4499999999999999
0.5341595225036144,0.4142616204917431,Rosja wydała miliardy na ochronę prezydenta przed koronawirusem - NCZAS.COM,0.4499999999999999,0.0999999999999999
0.5742639320738175,0.3459218670340145,"„Zwykli mieszkańcy” TVN24, czyli poseł PO Sławomir Nitras i aktywistka KOD Helena Kopycińska A gdyby tak zamiast robienia zadym pokazali program wyborczy? odnośnik ",0.3,0.35
0.4714344782488687,0.3311005788190024,"""Ta ustawa NIE zablokuje roszczeń z tytułu 447"" - NCZAS.COM",0.4499999999999999,0.0999999999999999
0.5933904126286507,0.3354960158467293,"Trochę o kapsule załogowej Dragon, którą wkrótce wyniesie rakieta Falcon 9. Polecam. odnośnik ",0.65,0.25
0.6022166724388416,0.3899612163121884,"Zaczynamy obrady największej partii w Europie, by wspólnie wyrazić wsparcie dla walczącej Ukrainy! użytkownicy #StandWithUkraine odnośnik ",0.7,0.3
0.6430123820900917,0.2929105870425701,Dzień dobry wszystkim  i widzimy się dziś o 20 w polsatnews.pl,0.75,0.2
0.5479547619819641,0.38604013025760653,"użytkownicy Dziękuję, ale to są zawsze ciężkie potyczki.",0.4,0.3
0.5886739309017475,0.34815883521850294,"użytkownicy A może chodzi o to, żeby politycy posłuchali i chociaż trochę rozumieli rzeczywistość (energetyczną, gospodarczą, finansową, itp…), która zmienia się tak dynamicznie jak nigdy dotąd, tylko #PiS tego nie widzi, bo nie zatrudnia ekspertów (cytat za wicerzecznikiem PiS)",0.0999999999999999,0.55
0.500303349324635,0.3515962724174772,Dwa lata po wojnie gdzieś między Krosnem a Przemyślem odnośnik ,0.4499999999999999,0.25
0.6135748172247851,0.33673752568386217," _________ Cześć pomocy rzeczowej finansowana jest z projektu Kompleksowe wsparcie dla dzieci uchodźczych z Ukrainy oraz członków ich rodzin, który jest współfinansowany ze środków organizacji Terres des Hommes w ramach programu grantowego Fundacja Dajemy Dzieciom Siłę.",0.55,0.35
0.5800592431000301,0.3461885281971523," W tym samym czasie setki ludzie kłębią się na wiecach wyborczych, politycy przytulają się, podają ręce.",0.2,0.4
0.6612350046634674,0.34617979824543,Jesteśmy gotowi!,0.75,0.6
0.6278815809637308,0.3737194972733657,"Nie mogę jednak nie przypomnieć, że wśród darów Ducha Świętego mamy dar mądrości i rozumu, ale nie mamy daru nieśmiertelności, niepodatności na wirusy, pewności, że będziemy zdrowi, ani tym bardziej daru prawa do braku odpowiedzialności.",0.4,0.4
0.6178095658620198,0.339344389239947,"Bardzo dziękuję też kolegom z Kongresu Polskiego Biznesu, którzy wzięli na siebie cały ciężar organizacyjny tej największej w tym roku trasy koncertowej.",0.7,0.25
0.6207716961701711,0.2925998833444383,Za niecałe pół godziny program #GośćWiadomości w użytkownicy . Serdecznie Państwa zapraszam!,0.75,0.35
0.5515707582235336,0.29785019904375076,Pracusie. Nawet w nocy czytają akta? #tłusteKotyPIS odnośnik ,0.15,0.4499999999999999
0.5588635802268982,0.3769226223230362,PANTARHEI24.COM [FOTO] USA: Antifa wraz z Black Lives Matter podpalają kościoły i bezczeszczą miejsca kultu - Pantarhei24.com,0.0999999999999999,0.4499999999999999
0.5060612493091159,0.358587266670333,Niemiecka polityk: polski rząd postępuje jak komuniści odnośnik via użytkownicy ,0.15,0.4499999999999999
0.5426216274499893,0.4480222910642624,Nie ma szans na reparacje,0.25,0.35
0.5193194399277369,0.40496025172372657,"Polki i Polacy są wściekli na PiS za wprowadzenie barbarzyńskich przepisów, a cały świat zszokowany piekłem, które własnym obywatelom, w samym środku epidemii, zgotowała partia trzymająca władzę w Polsce! odnośnik ",0.0,0.7
0.5856554691608136,0.34214130158607775,"użytkownicy A kto powiedział, że ona w ogóle chce być symbolem? Czy jest zobowiązana realizować oczekiwania innych, skoro to oni z niej zrobili symbol?",0.2,0.35
0.5157280613978704,0.36956796712345547,"użytkownicy To tak jakby prosić największego tchórza w kompanii, żeby pierwszy wyszedł z okopów.",0.0499999999999999,0.5
0.5408425554633141,0.3759053846200307,YOUTUBE.COM Kryzys był starannie zaplanowany.,0.15,0.5
0.595860093832016,0.3202674500644207,"Sieci handlowe i hurtowe otrzymały 18 mld zł z ""tarczy""",0.4,0.0999999999999999
0.5424213647842407,0.4075228631496429,Wygląda na bardzo zmęczonego jak zapewne wiele żołnierzy oraz ludzi z Ukrainy.,0.2,0.35
0.5480231940746307,0.33340013585984707,"Skiba o Durczoku: napiszę prawdę, bo Kamilowi nic już nie zaszkodzi odnośnik ",0.0999999999999999,0.35
0.5956007799376613,0.30922536422377045,"PW: ponad 88 proc. studentów ma odpowiednie warunki lokalowe do uczestniczenia w zdalnych zajęciach, a ponad 93 proc. dysponuje niezbędnym do uczestnictwa sprzętem. Taki sam odsetek badanych deklaruje posiadanie sprawnego łącza internetowego.",0.5,0.0499999999999999
0.4872255490294525,0.3764723926073029,"użytkownicy Tyle, żeby mógł normalnie funkcjonować. Tylko tyle i aż tyle. Co zyskamy jako społeczeństwo skazując taką osobę na choroby (brak kasy na leki) i śmierć w skrajnym ubóstwie?",0.0499999999999999,0.75
0.5637378096580505,0.3135792799293995,"Rozprawy w danej sprawie dzień po dniu, z przerwami tylko na przeprowadzenie dowodów.",0.5,0.4499999999999999
0.5327185274198137,0.3294822424650192,"Przyczyny depresji w podeszłym wieku są różne i często złożone. Z jednej strony koniec aktywności zawodowej i brak umiejętności odnalezienia się w nowej rzeczywistości, ograniczenia płynące z ciała i obniżonej z wiekiem sprawności poznawczej, rzadsze kontakty społeczne.",0.35,0.15
0.5669340118765831,0.33773560598492625,"NIK rozpoczęła konferencję prasową od zapowiedzi, że w pokoju obok siedzi „anonimowy ekspert”. Podobno chodzi o jakiegoś młodego chłopaka, którego ściągnął do NIK Banaś junior ",0.35,0.35
0.6577773179326739,0.30321578894342693,Targi targami książki książkami ale ilu tu milutkich seniorów!,0.8500000000000001,0.6
0.747825562953949,0.40047011772791546,użytkownicy Szczęścia i powodzenia :),0.8999999999999999,0.4499999999999999
0.5578642911635913,0.3093158883544115,"W poprzednim wpisie z tej serii (link) wyjaśniłem, dlaczego będę od czasu do czasu wskazywał na powszechne w przestrzeni logicznej elementarne błędy logiczne (formalne i pragmatyczne), które utrudniają racjonalne działania polityczne i efektywne dochodzenie do słusznych wniosków.",0.6,0.35
0.5604771474997202,0.27051117705802125,Od poniedziałku 29 sierpnia br. Lubelski Węgiel Bogdanka zmienił zasady prowadzenia sprzedaży detalicznej węgla dla gospodarstw domowych. Sprzedaż będzie prowadzona wyłącznie na zasadzie zapisów z planowanym terminem odbioru.,0.5,0.0999999999999999
0.5305549692023884,0.3611408736218106,"Ale wiecie co. Poseł Śmiszek cieszący się, że jakiś tchórz przerzucił przez koron policji butelkę, która rozbiła się na czyjeś twarz, to jest po prostu dno dna i kompletne frajerstwo",0.0499999999999999,0.75
0.5308911832315582,0.41085517193589893,"Paweł Kukiz: Poddanie się absolutnie UE w zamian za pieniądze, to jest po prostu zdrada i to jest podłość... Tusk miał jednak rację.",0.3,0.5
0.5845722610300238,0.33227065341039136,"Najnowsze badania wskazały, że osoby, które nie ćwiczą regularnie, mają 2,5 razy (!!)",0.4499999999999999,0.6
0.5717682970894707,0.3681297583712472,"Chciałbym żeby była w Kancelarii Prezydenta pełnomocnikiem osób wykluczonych, które powinny być w absolutnym centrum zainteresowania prezydenta, bo wspólnota jest tak silna, jak najsłabszy w niej.",0.5,0.25
0.6297339626720974,0.3406211393220084,Weekday wchodzi na polski rynek. Pierwszy sklep w Krakowie,0.5,0.15
0.6737399578094483,0.4334948241710663,użytkownicy Super fota! I jaka energia!,0.95,0.5
0.4518427530472929,0.4909835241057656,Putin powinien dostać to samo co polscy oficerowie w Katyniu. Strzał w tył głowy. Potwór i morderca.,0.0,0.8500000000000001
0.5994332134723663,0.3088912421039173,"Dzisio Dziyń Ślōnski fany. Złoto-modre barwy Gôrny Slōnsk mo już pōnad 600 lot. Zoca! Nie zapominajmy o Spisie Powszechnym, wiecie co robić: narodowość inna - śląska, język inny - śląski. odnośnik Daniel Dmitriew odnośnik ",0.8999999999999999,0.75
0.6898448864618937,0.3962964514891307,"Jacku, ogromy szacunek!",0.95,0.7
0.5848609762532371,0.33536274092538015,"---------------------- Trwa przedsprzedaż mojej nowej książki zatytułowanej ""I kto tu jest szurem?""",0.75,0.4499999999999999
0.5213520609670215,0.3831191592746311,"użytkownicy Pogadajmy zatem o podatku od robotów. Gdybyś znowu była zbyt zszokowana lewactwem, to podpowiadam, że był to jeden z wątków kampanii w ostatnich wyborach europejskich ",0.3,0.4
0.5370157733559608,0.35552764125168324,Stanowisko Rady Przedsiębiorczości w sprawie dynamizowania inflacji przez administrację odnośnik ,0.5,0.0999999999999999
0.5222662916550269,0.41365802402679736,"Natomiast można podejrzewać, że ma bunt na pokładzie SIEDLECKA.BLOG.POLITYKA.PL Akcja: Anihilacja RPO – odwołana",0.55,0.15
0.6020749906698862,0.43265504638353985,"To wzruszające, gdy dzieciaki z harcerstwa przygotowują dla uchodźców posiłki.",0.8,0.5
0.562214583158493,0.3612963855266571,"Tak, to znowu ogłoszenia o pracy!",0.8,0.4499999999999999
0.629750839301518,0.3713631161621639,"Spotykacie się z przyjaciółmi ze szkoły, studiów, robicie sobie takie zjazdy?",0.6,0.0999999999999999
0.4878181666135788,0.3580144252628088,Francja. Problem Macrona. Jego partia traci większość w parlamencie odnośnik ,0.4499999999999999,0.3
0.5932936980610802,0.33728552432287306,"Zgadzam się z Grzegorzem Schetyną, jedna kadencja Trzaskowskiego w Warszawie zdecydowanie wystarczy. Niech jeździ z Nitrasem i innym sztabowcami Pani Kidawy po Polsce i opowiada takie kocopaly jak dzisiaj w Koszalinie i Kołobrzegu.  odnośnik ",0.2,0.8
0.5007107481360435,0.4001181349158287,Gówno prawda pseudo prezydencie.,0.0,0.95
0.5864565442005794,0.32844293912251793,"Jednakże co do zasady obywatele państw trzecich niebędący ob. Ukrainy, którzy znajdują się w Polsce na mocy zezwolenia Komendanta Placówki Straży Granicznej na wjazd i umożliwiającego pobyt przez 15 dni, nie mają prawa do wyjazdu z Polski. Podejmowanie takich działań...",0.25,0.3
0.5203667947879205,0.39811691412558925,"Hamas ostrzega przed ""silną, bolesną i przekraczającą oczekiwania"" odpowiedzią, jeśli Izrael zbombarduje infrastrukturę cywilną w Gazie.",0.25,0.4
0.5624225497245788,0.33043586015701293,Czy godzina policyjna w Sylwestra będzie legalna?,0.35,0.2
0.7896690666675568,0.4321666955947876,Ale... życie to nie bajka.,0.2,0.2
0.5104955981175104,0.35690412918726605,Jakoś tej biedy nie widzę.,0.3,0.3
0.4814794808626175,0.38454231023788454,"użytkownicy Sorry, źle spojrzałem. Cofam!",0.55,0.25
0.4948430895805359,0.35649596601724626,„Facet o mentalności kreta” - mówi Zgorzelski o Hołowni. Ten ripostuje… „mentalnością ciecia” odnośnik ,0.25,0.5
0.6528816521167755,0.34516361355781555,"Jestem pełen podziwu dla wszystkich, którzy od miesiąca pomagają jak mogą, robią sprawunki, zrzutki, otwierają swoje mieszkania i serca.",0.8,0.5
0.5345623791217804,0.33612675964832306,No masz! Czyli jednak są na tych protestach także kuewki?! odnośnik ,0.0499999999999999,0.8
0.5201438536698167,0.3872293531894684,"W naszym najbliższym sąsiedztwie toczy się regularna wojna, która wiele kobiet uczyniła uchodźczyniami.",0.15,0.55
0.5703595791544233,0.3521662620561464,Widzialność nabiera nowego znaczenia! Wywieś flagę - wesprzyj społeczność osób transpłciowych  #TransDayOfVisibility #JestemPrzeciwTransfobii odnośnik ,0.8500000000000001,0.6
0.573741441162733,0.3684310271189763,"Czy #Szydło ze swoimi ministrami rozliczyła się z bezprawnych nagród, które im się po prostu nie należały? Dlaczego dyskryminowała pierwsze dzieci w rodzinie i samotne matki wychowujące jedno dziecko, odmawiając im pomocy #500plus? Gdzie jest 100 tys. lokali z #mieszkanieplus?",0.0,0.8
0.7003398656845092,0.29506305754184725,Dziad z lasu na najwyższym stanowisku. Pięknie,0.15,0.65
0.5224477350711823,0.39893300192696707,"użytkownicy Myślę, że poprostu PiS brzytwy sie chwyta",0.2,0.4
0.5696946730216345,0.34745540966590244,Nie doceniałem :) Wódz Warszawy jakich mało :) odnośnik ,0.65,0.25
